,sms_message,label
730,Dunno y u ask me.,0
3837,Then ü come n pick me at 530 ar?,0
4019,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,0
1663,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,1
2776,We confirm eating at esplanade?,0
1670,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",0
536,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0
4163,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,0
2626,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1
311,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0
4212,Oi when you gonna ring,0
560,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0
3322,Yo im right by yo work,0
4739,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0
4092,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",0
4698,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0
3858,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",0
2382,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",0
3941,Does daddy have a bb now.,0
5354,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,0
2751,Ok but tell me half an hr b4 u come i need 2 prepare.,0
2979,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0
924,She went to attend another two rounds today..but still did't reach home..,0
4035,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,0
5132,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0
2187,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,0
2963,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,0
4910,Will do. Have a good day,0
666,En chikku nange bakra msg kalstiya..then had tea/coffee?,0
4929,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0
4254,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,0
4504,Stupid.its not possible,0
4075,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,0
825,Have a good evening! Ttyl,0
2892,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0
3350,Oh is it! Which brand?,0
600,I'm going out to buy mum's present ar.,0
3538,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0
1410,Where at were hungry too,0
211,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0
1056,I'm at work. Please call,0
3113,Just haven't decided where yet eh ?,0
2576,Now thats going to ruin your thesis!,0
436,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0
5411,I ask if u meeting da ge tmr nite...,0
2456,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0
1677,"Yeah, that's fine! It's £6 to get in, is that ok? ",0
997,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0
375,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1
5248,U come n search tat vid..not finishd..,0
4968,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,1
1332,Good Morning plz call me sir,0
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0
2564,K..k..i'm also fine:)when will you complete the course?,0
2141,After the drug she will be able to eat.,0
3471,aathi..where are you dear..,0
3437,If india win or level series means this is record:),0
1622,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
394,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0
5539,Just sleeping..and surfing,0
2907,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0
505,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1
4006,", ow u dey.i paid 60,400thousad.i told  u would call . ",0
3609,Pls come quick cant bare this.,0
3824,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0
3864,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",1
2520,Ok. I only ask abt e movie. U wan ktv oso?,0
2746,R ü going 4 today's meeting?,0
3968,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,1
3398,Heehee that was so funny tho,0
479,"K, can I pick up another 8th when you're done?",0
1411,Pls speak to that customer machan.,0
3505,Will you be here for food,0
2961,Sir send to group mail check it.,0
4128,"Sorry, I'll call later",0
4670,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",0
4067,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0
1084,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
1188,There's no point hangin on to mr not right if he's not makin u happy,0
2234,Good Morning plz call me sir,0
4165,"Its ok, called mom instead have fun",0
1594,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1
693,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0
1871,"Aight, I'll text you when I'm back",0
700,K..u also dont msg or reply to his msg..,0
5319,Kothi print out marandratha.,0
5094,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",0
4322,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",0
3956,I knew it... U slept v late yest? Wake up so late...,0
1243,Nobody can decide where to eat and dad wants Chinese,0
22,So ü pay first lar... Then when is da stock comin...,0
940,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0
3546,Thank You meet you monday,0
3571,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1
5302,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0
4286,I pocked you up there before,0
3856,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,1
1182,You flippin your shit yet?,0
3556,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,1
1386,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0
3221,Its like that hotel dusk game i think. You solve puzzles in a area thing,0
2043,"Me not waking up until 4 in the afternoon, sup",0
4176,How are you doing. How's the queen. Are you going for the royal wedding,0
1419,Lmao. Take a pic and send it to me.,0
4667,Not..tel software name..,0
3910,Serious? What like proper tongued her,0
333,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1
5104,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0
804,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1
110,Dont worry. I guess he's busy.,0
1027,Yes da. Any plm at ur office,0
93,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
4270,Beauty sleep can help ur pimples too.,0
4807,Call me when u finish then i come n pick u.,0
4803,Reverse is cheating. That is not mathematics.,0
3009,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
2162,Is she replying. Has boye changed his phone number,0
4570,At WHAT TIME should i come tomorrow,0
813,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
827,Hahaha..use your brain dear,0
2632,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1
2818,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1
1987,S..antha num corrct dane,0
4361,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",0
3628,Still chance there. If you search hard you will get it..let have a try :),0
2427,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1
2506,Congrats kano..whr s the treat maga?,0
205,U call me alter at 11 ok.,0
27,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0
5359,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0
2444,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0
3453,Ugh just got outta class,0
2512,Er yep sure. Props?,0
417,Alright i have a new goal now,0
3989,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0
4577,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1
632,Thank u!,0
2521,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0
2118,Wish u many many returns of the day.. Happy birthday vikky..,0
5360,"Hey, iouri gave me your number, I'm wylie, ryan's friend",0
2087,Dude how do you like the buff wind.,0
4178,Ok lor then we go tog lor...,0
4079,Gam gone after outstanding innings.,0
3282,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,0
2809,Yes princess! I want to catch you with my big strong hands...,0
2609,Hello madam how are you ?,0
4903,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1
2876,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0
2584,"Goodmorning, today i am late for 1hr.",0
5560,Anything lor. Juz both of us lor.,0
264,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1
3687,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",0
1559,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0
3790,"Are you sure you don't mean ""get here, we made you hold all the weed""",0
1512,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0
784,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1
3913,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1
1927,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0
2965,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1
5006,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,0
1862,Aiyah then i wait lor. Then u entertain me. Hee...,0
3597,Good morning princess! Happy New Year!,0
990,Ugh. Gotta drive back to sd from la. My butt is sore.,0
901,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0
1727,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,0
2680,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1
4289,Hey mr whats the name of that bill brison book the one about language and words ,0
4284,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0
3137,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,0
3757,Yes:)here tv is always available in work place..,0
3300,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
1899,Wat would u like 4 ur birthday?,0
3982,Huh i cant thk of more oredi how many pages do we have?,0
380,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0
1686,Cramps stopped. Going back to sleep,0
3275,Thanx a lot...,0
4826,I am going to sleep. I am tired of travel.,0
808,Boooo you always work. Just quit.,0
2222,I notice you like looking in the shit mirror youre turning into a right freak,0
1031,Can not use foreign stamps in this country. Good lecture .,0
1949,I cant pick the phone right now. Pls send a message,0
4123,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0
2667,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0
4118,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",0
2322,Ok...,0
3124,He telling not to tell any one. If so treat for me hi hi hi,0
3246,"Its ok, if anybody asks abt me, u tel them..:-P",0
581,Huh so early.. Then ü having dinner outside izzit?,0
4150,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0
3949,I like to think there's always the possibility of being in a pub later.,0
1847,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0
1459,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
4660,I cant pick the phone right now. Pls send a message,0
4287,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,0
3677,Hey r ü still online? I've finished the formatting...,0
1292,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0
5038,(You didn't hear it from me),0
4588,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0
963,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
3826,Hi. I'm always online on yahoo and would like to chat with you someday,0
3084,K..k:)how about your training process?,0
2316,That's significant but dont worry.,0
2357,No..he joined today itself.,0
1376,We're finally ready fyi,0
3210,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0
4160,Now got tv 2 watch meh? U no work today?,0
2330,Am surfing online store. For offers do you want to buy any thing.,0
1739,K go and sleep well. Take rest:-).,0
3820,"sorry brah, just finished the last of my exams, what up",0
1792,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,0
3383,"Well, I meant as opposed to my drunken night of before",0
3073,Ok lor... But buy wat?,0
158,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0
2741,Nothing. Can...,0
4531,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,0
1438,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0
5124,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0
3295,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0
1906,"There're some people by mu, I'm at the table by lambda",0
1329,My exam is for february 4. Wish you a great day.,0
530,Jay says that you're a double-faggot,0
3451,Ya just telling abt tht incident..,0
3171,"Mah b, I'll pick it up tomorrow",0
4317,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0
4389,"see you then, we're all christmassy here!",0
1348,She doesnt need any test.,0
308,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0
3504,Free any day but i finish at 6 on mon n thurs...,0
407,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0
5490,K. I will sent it again,0
1391,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0
3224,Well that must be a pain to catch,0
1249,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0
1532,Oh dang! I didn't mean o send that to you! Lol!,0
4083,No no. I will check all rooms befor activities,0
4130,Me i'm not workin. Once i get job...,0
1453,"That's good, because I need drugs",0
5566,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1
2767,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1
2914,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0
1828,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
1852,Dunno da next show aft 6 is 850. Toa payoh got 650.,0
1024,May i call You later Pls,0
280,All done? All handed in? Celebrations in full swing yet?,0
1705,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0
4177,He's in lag. That's just the sad part but we keep in touch thanks to skype,0
882,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0
3934,"Playin space poker, u?",0
450,10 min later k...,0
5356,Tell me something. Thats okay.,0
681,What is this 'hex' place you talk of? Explain!,0
4918,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1
3272,You have 1 new voicemail. Please call 08719181513.,1
2749,Send his number and give reply tomorrow morning for why you said that to him like that ok,0
1173,Happy new years melody!,0
32,K tell me anything about you.,0
392,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0
2890,My battery is low babe,0
638,When ü login dat time... Dad fetching ü home now?,0
365,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0
1674,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,1
2703,"Omw back to tampa from west palm, you hear what happened?",0
3766,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1
2042,Ü dun wan to watch infernal affair?,0
1483,Ok...,0
3449,Its  &lt;#&gt; k here oh. Should i send home for sale.,0
2040,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",0
4608,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0
5308,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0
3405,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0
3978,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1
1321,"Just sent again. Do you scream and moan in bed, princess?",0
2841,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0
1605,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0
5225,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
3108,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0
1905,Wah... Okie okie... Muz make use of e unlimited... Haha... ,0
2945,We currently have a message awaiting your collection. To collect your message just call 08718723815.,1
1907,And stop being an old man. You get to build snowman snow angels and snowball fights.,0
4360,Ü only send me the contents page...,0
163,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0
1073,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1
4234,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0
95,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1
5315,Hahaha..use your brain dear,0
3326,Nope... Juz off from work...,0
3301,Just do what ever is easier for you,0
1876,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
3235,Yup ü not comin :-(,0
3807,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1
3547,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,0
2688,Okie,0
4771,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0
1936,Did either of you have any idea's? Do you know of anyplaces doing something?,0
4096,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,0
3313,I know you are serving. I mean what are you doing now.,0
2879,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1
3555,am up to my eyes in philosophy,0
4218,Will be office around 4 pm. Now i am going hospital.,0
4121,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",0
41,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0
3626,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0
288,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0
4251,How much for an eighth?,0
5186,I uploaded mine to Facebook,0
4965,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1
2842,Ok thanx...,0
2014,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,1
2649,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0
1972,Enjoy ur life. . Good night,0
3649,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
440,But i have to. I like to have love and arrange.,0
3860,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
4758,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0
449,LOL ... Have you made plans for new years?,0
2119,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1
2793,Well there's still a bit left if you guys want to tonight,0
3700,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,0
3429,Hi darlin did youPhone me? Im atHome if youwanna chat.,0
2282,"I hav almost reached. Call, i m unable to connect u.",0
3311,Oh ho. Is this the first time u use these type of words,0
2983,"Tonight? Yeah, I'd be down for that",0
3739,We stopped to get ice cream and will go back after,0
1597,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1
3549,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0
2495,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0
412,Cos i want it to be your thing,0
4939,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0
3840,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0
3481,What was she looking for?,0
4133,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0
2007,Shopping lor. Them raining mah hard 2 leave orchard.,0
1415,So wats ur opinion abt him and how abt is character?,0
1171,"Yeah, we can probably swing by once my roommate finishes up with his girl",0
3352,At what time are you coming.,0
1038,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0
2698,Can you use foreign stamps for whatever you send them off for? ,0
4497,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0
2113,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1
352,If you're not in my car in an hour and a half I'm going apeshit,0
4057,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",0
1365,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0
2101,Oh Howda gud gud.. Mathe en samachara chikku:-),0
2380,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0
4854,I'm fine. Hope you are also,0
5214,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
4383,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0
3214,What's ur pin?,0
3269,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0
954,Also remember to get dobby's bowl from your car,0
3610,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
1409,"I've got ten bucks, jay is being noncomittal",0
3066,"Sounds good, keep me posted",0
1174,Ü dun need to pick ur gf?,0
1123,Ok.ok ok..then..whats ur todays plan,0
1422,Do you work all this week ?,0
