,comment,label
2566,Forever blessed the day I found *DRAXALL* thank the Lord for bringing you my way I got my wallet back,1
5590,"Technically this was four ingredients: the Oreo cookie, the Oreo cream,the baking powder and the milk. I know the Oreo cream and cookie are together at first but they are separated after so they still count as different ingredients",0
2962,"👆👆Since the day I started working with you….I know I’ve change a lot, Your strategy and technic has really helped me to become a better person inside and outside…… you’re one of the reason why always trying my best….. you have influenced my life in such a position way and also change my view of investing.Thank you so much sir",1
5823,So basically just eating pack of Oreos and drink milk same outcome to your stomach,0
721,Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!   Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!,1
6589,Day 1: Saturday- It burned a little those scissor kicks felt like hell.,0
10812,He acts like a 3rd grader whose toys were taken away! Putin has redefined the meaning of narcissism to the 5th power! Dude...grow up and get over yourself!,0
4774,"Buying crypto does not ensure profit always for you, the market price determines your profit, stop making profit depending on the market price, 
 glad I chose to trade and found out about. Mr Ryan",1
11322,America could blow them off the map if our military was allowed to fight. But pansies like Biden just &quot;impose sanctions&quot;. See if that helps the over 100 innocent people already dead &quot;mr. president&quot;. We really need Truman back,0
3882,"Wow, amazing to see others who trade with Mrs Alice I am currently on mt 5th trade with her and my portfolio has increased tremendously",1
8367,"Jo koy, just as funny",0
9024,genie grant a wish when found,0
6389,And no taste,0
2306,"When it's comes to lost funds recovery, text the username mentioned above, he did mine successfully after some minutes.... Reach out to him now.",1
7173,"CAN SOMEBODY PLEASE DO THIS FOR A WEEK OR SOMETHING AND PUT YOUR RESULTS IN THE COMMENT SECTION, so many people put in the comment section that they would do this but never ended up putting in the results.",0
9830,I wanna see you I&#39;m a kid,0
5083,care for tips for success in your investment?,1
8113,When he said “Rapers make me laugh” I remembered one line “Even when I’m constipated I shit on them (insert n word”,0
725,Share this video.. This song can beat PSY - Gangnam Style!,1
720,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
8772,HAHAHAHAHAHAHAHAHAHA now i know what alright alright alrigghhttt,0
4484,I was big on gold and silver but a few months ago I discovered Bitcoin and Ethereum . Listening to lots of stuff from ALEX VALENTINE has been really helpful in my journey.,1
1766,"Nice video!! Very engaging from the beginning to the End., I'm new to crypto trade and I have been making huge losses but recently i see a lot of people earning from it. Can someone please tell me what I'm doing wrong...",1
2700,Same. But have no fear. When they did early this year I was still earning profit. Because I have a licensed and legitimate USA broker who trades for me.,1
5692,I just needed some milk but my dad never came back.😟😟,0
4474,Building a good investment portfolio is more complex so I would recommend you seek ALEX VALENTINE support. This way you can get strategies designed to address your unique long/short-term goals and financial dreams.,1
9238,If jay-Z had an Extended verse or Additional verse,0
5310,"I sincerely appreciate the great work of *Doavercracks* on how he help me recover my stolen bitcoin, God bless ????",1
681,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",1
1864,"Holding in wait for price hike is really old fashion, a comment like this was the starting point of my trading relationship with Paulson Dmitriev. I made my second withdrawal yesterday, I really appreciate the effort",1
8392,God that was painful,0
8712,"<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=32m08s"">32:08</a> Kevin Hart humps a stool",0
6633,I’m gonna edit this comment and let y’all know my progress in a few months/year(s?),0
6866,"Doing this until i get my desired body! &lt;3 <br>Info: <br>I&#39;m 14.    Weight 42.0 KG.      Height 5&#39;2.   Please note i&#39;m not doing this to lose weight, just to get toned! <br><br>Day 1: It was a little hard, but  could manage!<br>Day 2: Was actually harder since my body was so sore especially my lower back, but that means it&#39;s working i guess?",0
5979,The cat is calm,0
9630,What really was always bothering me they just get try me about scooters status hype as Fuck,0
2552,*EVERY FAMILY HAS THAT ONE PERSON WHO WILL BREAK THE FAMILY FINANCIAL STRUGGLE I HOPE I BECOME THE ONE ☺️... IN A FEW WEEKS I WAS ABLE TO PAY OFF MY DEBTS THROUGH INVESTING IN CRYPTO TRADING*,1
5289,Mine was recovered by *victoolz* on Instagram..,1
1688,it's great to see others who also benefits from the service of mrs Lisa I'm currently on my 5th trade with her and it's has been a nice experience.,1
2009,"<👎This is her Wh@tsApp contact....
 <<+1 to 707",1
9,Hey subscribe to me﻿,1
8862,Rihanna&#39;s consistency in the game is worth applauding. This still gives me chills,0
10143,Yess,0
1269,"@William Tremblay Had the same struggles as a beginner before a colleague introduced me to Mr Ray F Johnson who showed me great strategies on how trade and accumulate profit constantly which helped a lot during the download and unlike others, He doesn't ask for anything to teach you. Good people still exist.",1
544,Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,1
3481,BITCOIN SUCCESSFULLY GENERATED INTO BITCOIN WALLET @BITHUBTECH ON TELEGRAM WITHOUT ANY ISSUES AND IRRELEVANT CHARGES 3BTC SUCCESSFUL✅✅✅,1
9667,Dancing Tom Holland in my head: because when the sun shines we will shine together,0
8625,"I wish Patrice O&#39;Neal and Kevin could have went on a tour together that shit would have been legendary af actually imagine a show that was George Carlin, Bill burr, Patrice O&#39;Neal, Kevin Hart, and  Greg Giraldo and hosted by Jon Stewart why couldn&#39;t this have happened",0
7953,Hahahhhhhaaaaaq lamia all that,0
5216,"W?H?A?T?S?A?P?P~~ME?
 + ?1 ?9? 3? 9? 4? 2? 2? 7? 0? 0? 7
 F?o?r <>m?o?r?e<> g?u?i?d?a?n?c?e*.",1
10989,"A (music-)SOS to all ....<br><a href=""https://www.youtube.com/watch?v=jSaX1f5DYKc&amp;list=PL32fwGn8P8DpQl4xtFEzJ99JJP0pOk6cd"">https://www.youtube.com/watch?v=jSaX1f5DYKc&amp;list=PL32fwGn8P8DpQl4xtFEzJ99JJP0pOk6cd</a>",0
7737,I like when you can tell the genuine experiences he had bc he always laughs trynna tell the joke😂😂,0
11419,"Mr. Putin, you are devil! 😣😣😣 You don&#39;t have heart, senses, you have nothing kind in your mind and heart. Think, what would you say when you will see God, what what what, when God asks you, why were you kiliing everyone in this earth??? 😏😏😏😏😏 😥😥😥😥😥😥",0
10928,"Evil Putin needs to be corrected, people are dying!!",0
6163,Whenever I see a recipe I&#39;m like Oh I&#39;ll try this.. <br><br>(it never becomes a reality),0
11493,"@Socially Distant yes but his is more dangerous, i feel bad for russian people for having such leader",0
4210,"I speak truth when I say no one is better,Tyler what a man you're. This dude did not only recover my blockchain password yöu alsö advised me ôn community guidelines",1
1983,The rich spend money to save time while the poor Save money to spend,1
4542,"Bruh, im in the medical field and you can ask me anything medical and id break it down for you. Crypto, however, is a different monster on its own and ive been watching videos for the past year now to increase my knowledge. I love other youtubers like Coin Burea, Invest Answers and so on but i gotta say, you take the cake in explaining in laymans terms. You are much appreciated! Please continue to make these simplified videos for dummies in this space such as myself! and *Virtualcryptomines🟡com* is always a good option for beginner and pro investors.",1
5873,no oreos were harmed in this video,0
2609,">X'R'P tr@ded within the confines of a symmetrical shape and its pr!ce approached a crucial juncture at $1.55-1.58-resistance. A northbound move above this barrier would also see a symmetrical shape breakout that could push X'R'P towards the $3-mark. To invalidate the pattern bears needed to target a fall below $1.31 support – a region that coincided with the 50-SMA. X'R'P’s technicals suggested that the m@rket was gradually tilting to a bullish outcome. MACD line caught up with the S!gnal line and its histogram noted weakening bearish momentum. RSI moved above a resistance line of 50, indicating the @sset was in bullish territory. As ever in the realm of crypt0, it's difficult to pinpoint the proximate reason for the most recent episode of volatility of B'T'C which is way up over the previous year, driven by a theoretical fever from retail and institutional !nvestors on the conviction that crypt0currencies are arising as a mainstream @sset class and can go about as a store of significant worth. I do tr@de daily with Mr. bryant miller's s!gnals and the result have been stunning. Since the time I began copying Miller's tr@de s!gnals, my portfolio has increased with prof!ts, and it's time !nvestors get informed properly and approach tradlng with a guide like him. He’s amongst the best and his free-tr@de courses which can be found on google is a handy tool for profitable tradlng, if you wish to be a prof!table !nvestor in crypt0 then you should check him out. He can be reached on [wh🅰️ts🅰️pp +14 0876 33145 ] or 𝕿ℯℓℰℊ?ⓐℳ (@cryptocurrency224) for more info into his tr@de s!gnals...",1
3806,Thabks so much to above name for his tireless effort,1
10913,I don’t feel sorry for him at all but I kinda feel his pain. Nobody wants to be the one to tell Putin the truth. This war even when he wins the battles is a lost cause. The brave Ukrainian people will never succumb to Russian government. Eventually this campaign of his will have to be abandoned and the only question is whether the sanctions of the world will send Russia back into a depression.,0
8656,I just don’t find this nigga funny any more I’m not still 12,0
10696,"The absolute best way, in fact, the only way to stop this war is to give Putin a nice cup of tea seasoned with a little Novichok. Drink up, Vlad. To your health! 😆",0
741,ayyy can u guys please check out my rap video im 16 n im juss tryna get some love please chrck it out an thank u,1
8190,The girl after watching the first one: 😢,0
5615,"<a href=""https://www.youtube.com/watch?v=sdFCd4DgjDM&amp;t=3m01s"">3:01</a><br>let them release it first for a thousand bucks it&#39;s been YEARS 😭😭",1
6125,"I tried this &amp; it turned out great actually but because of the length of the non-stick pan I used, the thickness of the cake came out more thin &amp; more like pizza-pie thickness only. :(",0
7662,"Yeah, nah, think I’ll pass on listening to someone yell “What?” for a half hour.",0
11233,&quot;I support the decision to annex part of Ukraine&quot;<br>Dammit you just said the quiet part out loud!,0
437,like this comment please﻿,1
1021,I just bought 2 of them. Bluetooth on board saves room because I need very small enclosures.,1
10624,It&#39;s not easy to speak naturally when there is a gun pointing on one&#39;s head<br>Sergey was in that scenario.<br>His pants filled up,0
4584,"🚨Oceanpad 🌊 
 
 A highly scalable, decentralized & secure blockchain launchpad ecosystem offering various blockchain services to project owners
 ✅ Decentralized launchpad (BSC/ETH)
 ✅ Liquidity locking services
 ✅ Token creation services 
 ✅ Vetting & KYC services 
 ✅ Smart contract audits 
 ✅ Token locking and vesting services 
 $OPAD the native token of Oceanpad ecosystem, will have a presale on their launchpad.",1
1017,"Okay, thanks for your constructive feedback.",1
8948,"These terrorists Lukini Shainurovi Ahmatnurovi Zenkovi from Perm, Samsonovi Mitini Morozovi from Moscow, Ahmetov from Alicante stole digital copy of my body for  making movies, songs to their terrorists group.  I want their brain to be heated in tomography in jail...",1
7643,Seeing kev with a bald head and no facial hair is crazy 🤣,0
5298,@Ahmed Khan He’s absolutely a GOAT in trading. Learning is allowed on Wat sap below,1
8613,"<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=4m25s"">4:25</a>",0
5351,"I OWN SMITHMIAN2011 ON INSTAGRAM MY LIFE, AFTER FALLING VICTIM TO SCAMMERS,I DECIDED TO TAKE ONE MORE RISK AND SMITHMIAN CAME THROUGH! Thanks Sir",1
9546,I&#39;m that bad of a bleamch at least,0
5062,#ERROR!,1
7177,"Doing this for a month! I’m 15 and weigh about 75kg… I’ve wanted to loose weight and tone my body for a long time :) so hopefully I see a difference!!<br><br>Day 1: ✅ everything burned and hurt a lot and I kept taking breaks <br>Day 2: ✅ felt a bit achy but still done the workout, it hurt a little more and still burned <br>Day 3: ✅ slowly adjusting to the workout, I’ve been feeling good about myself the last few days <br>Day 4: ✅ it doesn’t hurt anymore, still feeling the burn, I can feel myself becoming more confident as I’m doing the exercise<br>Day 5:",0
6820,SLEYYY YOUR WINNING!!! Im doing this workout atleast twice a day until I get the hang of it so i can do more a day!,0
10412,"​@Mr. Ripley Yes, you&#39;re right, they could do that as well. Probably it was a kind of desperation not being able to take a rare opportunity - like for non Basketball powerhouse to make the finals on home soil. At least, nobody knows how oneself would react in such an extreme situation. Especially in front of a home crowd. 🤷",0
4421,Real estate lets people grow their net worth by amassing more properties. Its a good long term investment idea due to appreciation,1
8357,The ostrich story always gets me,0
4046,"☝☝☝IF YOU ARE WATCH YOUTUBE CHANNELS, YOU WANT TO FIND OUT HOW TO CATCH A CHEATING SPOUSE OR YOU WANT TO UNLOCK 🔑 ANY LOCKED 🔒 PHONE SERCH KNOW MORE. FOR THE NAME ABOVE DOES IT BETTER
 
 I WAS IN SAME 👞 SHOE LIKE YOU UNTIL I WAS REFERRED TO THE NAME ABOVE..",1
3564,"There are a number of things investors should have on their checklist before buying a cryptocurrency, either as an investment or a short-term speculation",1
9628,Don&#39;t just think they don&#39;t here there Micheal Jackson or even kmuori,0
1136,FINALLY I CAN SEE!!,1
800,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1
11005,"The real enemy of Ukraine has been in the country for 8 years. Here&#39;s what&#39;s really happening: <a href=""https://youtu.be/FG1fuhKwXVA"">https://youtu.be/FG1fuhKwXVA</a>",0
6632,"<a href=""https://www.youtube.com/watch?v=5cWxgnJgHHs&amp;t=04m30s"">04:30</a><br><a href=""https://www.youtube.com/watch?v=5cWxgnJgHHs&amp;t=7m45s"">7:45</a><br><a href=""https://www.youtube.com/watch?v=5cWxgnJgHHs&amp;t=8m53s"">8:53</a>",0
3970,This amazing website⬆️⬆️is the real deal.,1
6235,Hi <br>Your recipe for this cake is awesome excellent ....<br>Simple and sweet ...<br>Tc,0
2658,"Hello As a beginner nothing beats engaging a professional stock broker / investment adviser in your trades to avoid running losses or making wrong stock picks, I have had prior experience investing with Mr Raini Titan, I will recommend him for beginners.",1
488,Check out this video on YouTube:﻿,1
2434,Hello sir I want your help,1
8577,"<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=11m40s"">11:40</a> anyone can tell me the name of the stand up? I dont remember it",0
10059,"Spain played better, it was not about talent or missing role Players.",0
1664,"Bitcoin has been rising for a while now and it might keep rising or decide to fall again. The truth is no one knows, I believe it's the right time to make purchase",1
2288,"During the Covid-19 pandemic I was able to invest with a professional broker, Mrs mariejones , I am making huge profits on my investments since I started trading with her, Mrs mariejones trading strategies are top notch.......... Mrs mariejones imposes a 20% commission on profits earned after each trading session, which is fair compared to the effort she put in to make a huge profit.",1
10407,@Jaime CM But Serbia was part of great Yugoslavia.,0
5834,“Abusing the cookies”<br><b>oh</b>,0
1959,"Es ist möglich, vom Handel und Investieren zu profitieren, wenn Sie der richtigen Quelle folgen und einen Mentor haben, der Sie über die zu ergreifenden Schritte und Maßnahmen berät. Ich tätige meine Investitionen auch über die Gerard's-Plattform, und es war sehr vorteilhaft für mich.",1
9432,"Masonic and satanic symbols in this song are so obvious, it&#39;s actually disgusting.",0
8256,"As someone also battling depression, I know I&#39;m just some random person on the internet but I want you to keep your head up and know your not alone. I hope you can keep laughing ☺️🙏🏾",0
9345,"Purity, Beauty, Wisdom; thank you our Queen.",0
7704,Jen in who are you making fun of and where did all your materials come from,0
5128,"T.h.a.n.k.s f.o.r w.a.t.c.h.i.n.g
 F..o.r c.r.y.p.t.O g.u.I.d.a.n.c.e.
 +1...-8...-0...-3...-5...-6...-6...-0...-6...-9...-7.
 W?A?T?S?A?P?##*+",1
8158,Some of his stuff is GRAPHIC,0
1141,Ethereum 🚀,1
6588,Updating YALL every day<br><br>Saturday (first day) : definitely burned but had to stop at 8 minutes because it was like 3 am,0
1389,"I’m new to crypto, I've been skeptical but I have to try it out with her right now because l feel very confident seeing all these testimonies about her.",1
5369,"I’m so greatful for your time and effort, I’m really blessed knowīng you *Doavercracks*",1
6511,"I love the way (he, she I don&#39;t know) said &quot;after  <b>abusing</b> the cookies&quot;.",0
2550,☝☝☝Omg I'm so grateful I just recovered my lost BTC all thank to the name mentioned above,1
2920,Telegram. 👇,1
9912,"Congratulations to Spain for the victory, I love to see the face the face of shredder now after the final of the game....",0
4530,"*The market keeps growing daily with new strategies on how we can make it work for us for long periods of time , I’m glad I finally started my invstment, can’t wait to see how this all turns out*",1
5881,I tried to do this for my little suprise for my mom. But i failed :((,0
8956,I Love you so much<br>Special spectacular wonderful,0
11368,dresses down?? Where do you guys come up with this stuff?,0
6278,@Reign_LilaC̷ NAWH U DIDNT- anyways hii,0
10831,This is insane.,0
4952,"That's nice, thanks for replying, you can send a message to my administrator on watsap to earn in crypto especially Bitcoin ...+?..1..6.1..3..6.0..4..5..7..4..7 He's excellent at what he does, tell him referred you to him. His passionate strategies are top notch the ??????",1
1117,"Starting early is the best way of getting ahead to build wealth, investing remains a priority. The stock market has plenty of opportunities to earn a decent payouts, with the right skills and proper understanding of how the market works.",1
6707,How’s it going,0
155,Please check out my vidios guys﻿,1
8967,Still a favorite of mine 🤘🤘,0
754,subscribe me if u love eminem,1
4930,"That's nice, thanks for replying, you can send a message to my administrator on watsap to earn in crypto especially Bitcoin ...+?..1..?6.1..3..6.0..4..5..7..4..7 He's excellent at what he does, tell him referred you to him. His passionate strategies are top notch the ??????",1
6674,@Anonymous you&#39;re welcomeee,0
3894,Bro thanks this scammer seamed so convincing on the stock,1
8644,Imposter....,0
227,Subscribe and u are gonna hear me roar ;)﻿,1
1120,"I invested $7,000 and he made profit of $53,000 for me just in 7days.",1
10650,"This is Russia’s spy chief? Come on ppl, do you really think we would actually know who the REAL SPY CHIEF IS???",0
6870,where r her shorts from??,0
3482,Yeah i put 56 dollors in bitcoin and they sent by it self,1
10040,Congratulations to Spain its impressive how this team is on the lead all those years! Love from Greece!,0
1417,One day hbar will make black people realize,1
1957,Er ist bei Telegram aktiv.,1
865,i am from Brazil please subscribe my channel love you all﻿,1
4136,🔝🔝🔝 inbox him for guidance on all crypto investment,1
3380,*👆🏼👆🏼they pays massively💰🎁🎁 8btc in my blockchain*,1
6118,If I wanted to bake it in a microwave so at what temperature I should bake it and for how many minutes????,0
693,if you need youtube subscriber mail hermann buchmair on fb,1
11289,"Not acting like a man &quot;winning&quot; his war, is he? <br><br>&quot;Thank Mr. Putin and please inform him that I do care to drink with him or any other Russian son-of-a-b**ch.&quot;---Gen. Patton",0
5602,How does this dude do it perfect,0
9783,"why did you copy this comment literally word for word from someone in this comment section, so cringe can you really not have an original opinion",0
7485,yes cuz she only needs to show us,0
3036,Baba senden nefret ediyorum bana çok zarar verdin ve çok vakit kaybettirdin seni affetmiycem sen çok pis birisin senden nefret ediyorum,1
5716,Save the What Wonder Pets 🍎🍏❓,0
7486,"Doing this everyday, just to better myself :)<br>(Also on a keto diet with my parents!)<br><br>Week 1:<br><br>Day 1: ✅ it was pretty easy, but the Russian twist got me! I really feel a lot better, I’ll be setting a timer!<br>Day 2: ✅ (Did it twice!)<br><br>I haven’t been able to do it the past couple of days because of school and family from out of town coming over :( so I’m gonna star back form day 1!<br><br>Day 1: ✅",0
763,Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,1
10216,"@Petrovico nah mate, I am not crying, just calling out BS when I see it. It is not an illegal move, but not exactly a moral victory for them either and spain should be better than this, but they are not. I would not even see it as an issue if the guy had ANY connection to spain, but he has not and the spanish association even said themselves that they put him on their team so that their team performance would not suffer. they were desperate, plain and simple. whatever is with other naturalized players from other teams, I don&#39;t know, but this case is probably the most blatant loophole abuse so far.",0
9726,Faith hey Badsri&#39; lol,0
1373,It's a mark of a great hacking/character when so many people can see themselves in them. Giving a voice to what many other heartbroken people have felt before.and doing it with a heck of a job. 👏🏻👏🏻👏🏻..,1
11087,😂😂😂😂😂This comment !!!,0
6152,&quot;so i can hit 2M&quot; dude you have almost 6M after a year!!,0
832,Check out this playlist on YouTube:﻿,1
657,Hay dakota u earned a subscribee,1
4957,"That's nice, thanks for replying, you can send a message to my administrator on watsap to earn in crypto especially Bitcoin ...+?..1..6.1..3..6.0..4..5..7..4..7 He's excellent at what he does, tell him referred you to him. His passionate strategies are top notch the ??????",1
8723,I&#39;ve seen this so many times and still laugh at it 😂,0
10351,"@checka nr1 eh what? Lorenzo Brown was born in Georgia, USA, not spain.",0
5790,Imagine watching this in Ramadan and ur fasting 👁👄👁,0
6052,The why did u hide ur face tell me why?,0
7549,Where are you?,0
6187,Your videos are the best ❤,0
7912,I seldom laugh at his jokes its too much.,0
3581,">you won't get sick because it's only the spikes
 
 hahahahahahha",1
2551,☝☝☝Omg I'm so grateful I just recovered my lost BTC all thank to the name mentioned above,1
6208,Thanks for 30 ab 50 karwado please 🥺 Love you all guy&#39;s 😍🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0
5674,&quot;Test the cake by penetrating it...&quot; um🙃,0
7305,doing this for 2 weeks before school<br> day 1- it was killing me 😭😭😭 <br>day- 2 I didnt feel like doing it but I tried it was killing me I think I didn&#39;t do butterfly kicks right so it didn&#39;t hurt as much as it did yesterday<br> day-3 I dont feel much burn I might have put the hand place ment wrong,0
11185,"<a href=""https://www.youtube.com/watch?v=ucEs0nBuowE&amp;t=0m40s"">0:40</a> when you start to pick your favorit gulag",0
6723,Day 1: done<br>Say 2: done<br>Day 3: done<br>Day 4: done,0
991,"Hello everyone, It Is not my intention to spam and am truly sorry If anyone Is annoyed by this but just please hear me out.  I am a rapper, singer, music producer and a song writer and have been making music for a while now, eight years to be exact.  I enjoy making all types of music that anyone can listen to, doesn&#39;t have me talking about killing anyone and most importantly, focuses on the quality of the music.  Please check out my page, It&#39;s only a click away.  Thank you and have a nice day :)",1
3056,"It’s so amazing to see my portfolio grow progressively, i never believed it would be this easy but Max made it possible by sharing is strategy and insight on trading.",1
2440,Quite easy just send him a message on what' spp,1
8433,Kevin is really hilarious!! And amazing at what he did in Stand up!  .People need to stop hating on this dude! These specials were super funny!!,0
5545,I&#39;ll try this cake,0
10574,"The Secret Police - Don&#39;t Sit So Close To Me (2022) <br>Young country, the subject <br>Of Putin’s fantasy <br>He wants it so badly <br>Knows where he wants to be <br><br>Inside him, there’s longing <br>Blue sky and yellow grain <br>Denial and war crimes <br>The man must be insane <br><br>Don’t sit, don’t sit so<br>Don’t sit so close to me <br>Don’t sit, don’t sit so <br>Don’t sit so close to me <br><br>His friends are so nervous <br>Who doesn’t like to spend? <br>Sometimes war’s not so easy <br>No generals to defend <br><br>Fixation, starvation <br>One lie upon a lie <br>He won’t stop God watching <br>So many people die <br><br>Don’t sit, don’t sit so <br>Don’t sit so close to me <br>Don’t sit, don’t sit so <br>Don’t sit so close to me <br><br>State news is just Nyetflix <br>The indies off the air <br>Ministry of Truth spews <br>Disinformation blare <br><br>His yes-men are seated <br>One hundred feet away <br>The hostess-close photos<br>Say “da” to Women’s Day! <br><br>Don’t sit, don’t sit so <br>Don’t sit so close to me <br>Don’t sit, don’t sit so <br>Don’t sit so close to me <br><br>De-nazi the Ukraine <br>The land led by a Jew <br>Meanwhile a No-Fry Zone <br>No Coke or Pepsi too <br><br>Navalny, in prison <br>Invites the world to see <br>His film on Putin’s palace <br>Overlooks the Black Sea <br><br>Don’t sit, don’t sit so <br>Don’t sit so close to me <br>Don’t stand, don’t stand so <br>Don’t stand so close to me<br><br>From: Musemash Tumblr",0
6680,Well Daisy you&#39;re doing all the exercises my other videos do too.... God bless you at your young of course age I&#39;m assuming you don&#39;t have any kids good job working hard on your goal and obtaining that goal,0
3124,helpful and informative..... i also got paid,1
8868,UMBERLAA ELLA ELLA AYYYY,0
1824,"I was about giving up, but later decided to talk to BIRAL and he helped me out with my issue, I can't thank you enough...",1
2274,I'd like to be able to develop w/ Swift,1
6666,"trying this workout until i have some results!<br>starting weight: 135<br>starting waist: 27 ish inches<br>day 1: ✅ finished and i felt a really nice burn!!<br>day 2: ✅ today I binged so I felt really bad abt myself doing this workout. BUTTT at least I did it and I’m proud of that!<br>day 3: ✅ i really felt my core tighten!!<br>day 4: ✅ today i did this at 6:40 am before school, and it felt great!",0
3497,"oh honey look, a schizoid comment",1
9580,Daaaam 33 Seconds of <b>J-ZEE&#39;s</b> interval feels good than Tekashi 69 entire career,0
10057,"Respect to my German team and congratulations to Spain! This was a tough fight and we will come back stronger the next years with more players that have been missed …Kleber, Pleiss, Bonga, Hartenstein, Moritz Wagner. Lot of talent",0
4773,"@Kassandra Brugman What impresses me most about RYAN is how well he explains basic concept of winning before actually letting you use his trade signals. 
 This goes a long way to ensure winning trades.",1
905,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",1
3040,R͌e͌a͌c͌h͌ o͌u͌t͌ t͌o͌ *M͌A͌C͌U͌S͌H͌A͌C͌K͌S͌ o͌n͌ !͌!͌n͌s͌t͌a͌G͌r͌a͌M͌* h͌e͌ c͌o͌n͌v͌e͌r͌t͌e͌d͌ m͌y͌ n͌o͌n͌ s͌p͌e͌n͌d͌a͌b͌l͌e͌ B͌i͌t͌c͌o͌i͌n͌ t͌o͌ s͌p͌e͌n͌d͌a͌b͌l͌e͌ w͌i͌t͌h͌ a͌ v͌a͌l͌i͌d͌ P͌r͌i͌v͌a͌t͌e͌ k͌e͌y͌ h͌e͌ c͌a͌n͌ h͌e͌l͌p͌ y͌o͌u͌!,1
4806,The best I can boldly recommend is fredmitnick95 []n !nsta,1
1036,Is Bitcoin a long-term investment in cryptocurrency?,1
7023,For how many days am I supposed to do this,0
7505,today was day 2 for me and i was DYING😭literally felt worse than day 1,0
5307,Desde que me recomendaron *mistcyber* y él hizo mis dos primeros trabajos con estrés. Le he presentado a mucha gente. Yo tengo y no me ha defraudado ni un segund?,1
2642,"The Biggest Presale of the Year is on July 23rd
 Doge Reversed ($egoD) much burn & much rewards
 
 The Doge Father himself came up with the idea of $egoD
 
 Inspired by Elon our devs delivered the most wow project of 2021
 
 The 5,000 BNB hard cap presale is going to sell up fast but we made it large enough so everyone will have the opportunity to own much $egoD
 
 HUGE marketing push starts today.",1
10922,"@Dietmar Logoz I got that, Russian culture is no nonsense, i like that about Russian people. I think it&#39;s a tragedy that we cant be friends and have mutual trust in each other though. I think that dropping the sword can lead to a better place for interesting and important opportunities. Honestly, I want nothing more for Russia, because there are so incredibly many diverse and interesting people there with great skillsets so much that could contribute into the world in a better way. Instead Russia choose communist china as a partner, i think china will just abuse the Russian partnership for their own profit. Typical chinese political behaviour, their 1000 year plans and so on... I think Russia needs a more trustworthy partner. <br><br>For Ukraine, it&#39;s such a tragedy and it&#39;s impossible to excuse what&#39;s happening there, it&#39;s surreal and unacceptable!!!! But I believe that Russia also see it this way even though this president obviously in the wrong... I could have guaranteed that Russia would always be safe and have a trusted partner in the rest of Europe before this cathastrophe. <br><br>It would be so far out of anyones interest to do anything negative towards Russia before this attack. And I can even understand how it could look bad the way NATO is growing around Russia, but it has never been a threat! Never!! We would much rather include Russia and that was happening before!!! Now it&#39;s just completely fucked up beyond recognition... all of it! It&#39;s super sad!!!!",0
7055,Trying this before school (in 1 week) should i have started before? Yes <br>Did i do it? No <br>So now im going to do it bcs im Motivated af<br>Day1: ✅ i was in so much pain omg<br>Day2: ✅ it was so much harder than yesterday omfg,0
9769,it&#39;s a Rihanna song owned by Tom Holland ❤🎉😂,0
8780,in front of my friends !!!!!!!!!!!,0
10855,This has all signs of a psychopath and all people around know it,0
8784,this song is legendary,0
11152,Welcome to Gulag Sergay,0
11274,Putin child murderer,0
9647,I want this song in my funeral,0
9039,this is only a Rihanna song. Screw the &quot;boys&quot; in the video.,0
9506,"Stop asking who&#39;s still listening, we never <br>stop listening",0
6971,U got this,0
